rank,company,equipment_type,country,equipment_age,priority_score
1,Unknown,Unknown,Unknown,10,1.9
2,Unknown,Unknown,Unknown,10,1.9
3,Unknown,Unknown,Unknown,10,1.9
4,Unknown,Unknown,Unknown,10,1.9
5,Unknown,Unknown,Unknown,10,1.9
6,Unknown,Unknown,Unknown,10,1.9
7,Unknown,Unknown,Unknown,10,1.9
8,Unknown,Unknown,Unknown,10,1.9
9,Unknown,Unknown,Unknown,10,1.9
10,Unknown,Unknown,Unknown,10,1.9
11,Unknown,Unknown,Unknown,10,1.9
12,Unknown,Unknown,Unknown,10,1.9
13,Unknown,Unknown,Unknown,10,1.9
14,Unknown,Unknown,Unknown,10,1.9
15,Unknown,Unknown,Unknown,10,1.9
16,Unknown,Unknown,Unknown,10,1.9
17,Unknown,Unknown,Unknown,10,1.9
18,Unknown,Unknown,Unknown,10,1.9
19,Unknown,Unknown,Unknown,10,1.9
20,Unknown,Unknown,Unknown,10,1.9
21,Unknown,Unknown,Unknown,10,1.9
22,Unknown,Unknown,Unknown,10,1.9
23,Unknown,Unknown,Unknown,10,1.9
24,Unknown,Unknown,Unknown,10,1.9
25,Unknown,Unknown,Unknown,10,1.9
26,Unknown,Unknown,Unknown,10,1.9
27,Unknown,Unknown,Unknown,10,1.9
28,Unknown,Unknown,Unknown,10,1.9
29,Unknown,Unknown,Unknown,10,1.9
30,Unknown,Unknown,Unknown,10,1.9
31,Unknown,Unknown,Unknown,10,1.9
32,Unknown,Unknown,Unknown,10,1.9
33,Unknown,Unknown,Unknown,10,1.9
34,Unknown,Unknown,Unknown,10,1.9
35,Unknown,Unknown,Unknown,10,1.9
36,Unknown,Unknown,Unknown,10,1.9
37,Unknown,Unknown,Unknown,10,1.9
38,Unknown,Unknown,Unknown,10,1.9
39,Unknown,Unknown,Unknown,10,1.9
40,Unknown,Unknown,Unknown,10,1.9
41,Unknown,Unknown,Unknown,10,1.9
42,Unknown,Unknown,Unknown,10,1.9
43,Unknown,Unknown,Unknown,10,1.9
44,Unknown,Unknown,Unknown,10,1.9
45,Unknown,Unknown,Unknown,10,1.9
46,Unknown,Unknown,Unknown,10,1.9
47,Unknown,Unknown,Unknown,10,1.9
48,Unknown,Unknown,Unknown,10,1.9
49,Unknown,Unknown,Unknown,10,1.9
50,Unknown,Unknown,Unknown,10,1.9
51,Unknown,Unknown,Unknown,10,1.9
52,Unknown,Unknown,Unknown,10,1.9
53,Unknown,Unknown,Unknown,10,1.9
54,Unknown,Unknown,Unknown,10,1.9
55,Unknown,Unknown,Unknown,10,1.9
56,Unknown,Unknown,Unknown,10,1.9
57,Unknown,Unknown,Unknown,10,1.9
58,Unknown,Unknown,Unknown,10,1.9
59,Unknown,Unknown,Unknown,10,1.9
60,Unknown,Unknown,Unknown,10,1.9
61,Unknown,Unknown,Unknown,10,1.9
62,Unknown,Unknown,Unknown,10,1.9
63,Unknown,Unknown,Unknown,10,1.9
64,Unknown,Unknown,Unknown,10,1.9
65,Unknown,Unknown,Unknown,10,1.9
66,Unknown,Unknown,Unknown,10,1.9
67,Unknown,Unknown,Unknown,10,1.9
68,Unknown,Unknown,Unknown,10,1.9
69,Unknown,Unknown,Unknown,10,1.9
70,Unknown,Unknown,Unknown,10,1.9
71,Unknown,Unknown,Unknown,10,1.9
72,Unknown,Unknown,Unknown,10,1.9
73,Unknown,Unknown,Unknown,10,1.9
74,Unknown,Unknown,Unknown,10,1.9
75,Unknown,Unknown,Unknown,10,1.9
76,Unknown,Unknown,Unknown,10,1.9
77,Unknown,Unknown,Unknown,10,1.9
78,Unknown,Unknown,Unknown,10,1.9
79,Unknown,Unknown,Unknown,10,1.9
80,Unknown,Unknown,Unknown,10,1.9
81,Unknown,Unknown,Unknown,10,1.9
82,Unknown,Unknown,Unknown,10,1.9
83,Unknown,Unknown,Unknown,10,1.9
84,Unknown,Unknown,Unknown,10,1.9
85,Unknown,Unknown,Unknown,10,1.9
86,Unknown,Unknown,Unknown,10,1.9
87,Unknown,Unknown,Unknown,10,1.9
88,Unknown,Unknown,Unknown,10,1.9
89,Unknown,Unknown,Unknown,10,1.9
90,Unknown,Unknown,Unknown,10,1.9
91,Unknown,Unknown,Unknown,10,1.9
92,Unknown,Unknown,Unknown,10,1.9
93,Unknown,Unknown,Unknown,10,1.9
94,Unknown,Unknown,Unknown,10,1.9
95,Unknown,Unknown,Unknown,10,1.9
96,Unknown,Unknown,Unknown,10,1.9
97,Unknown,Unknown,Unknown,10,1.9
98,Unknown,Unknown,Unknown,10,1.9
99,Unknown,Unknown,Unknown,10,1.9
100,Unknown,Unknown,Unknown,10,1.9
101,Unknown,Unknown,Unknown,10,1.9
102,Unknown,Unknown,Unknown,10,1.9
103,Unknown,Unknown,Unknown,10,1.9
104,Unknown,Unknown,Unknown,10,1.9
105,Unknown,Unknown,Unknown,10,1.9
106,Unknown,Unknown,Unknown,10,1.9
107,Unknown,Unknown,Unknown,10,1.9
108,Unknown,Unknown,Unknown,10,1.9
109,Unknown,Unknown,Unknown,10,1.9
110,Unknown,Unknown,Unknown,10,1.9
111,Unknown,Unknown,Unknown,10,1.9
112,Unknown,Unknown,Unknown,10,1.9
113,Unknown,Unknown,Unknown,10,1.9
114,Unknown,Unknown,Unknown,10,1.9
115,Unknown,Unknown,Unknown,10,1.9
116,Unknown,Unknown,Unknown,10,1.9
117,Unknown,Unknown,Unknown,10,1.9
118,Unknown,Unknown,Unknown,10,1.9
119,Unknown,Unknown,Unknown,10,1.9
120,Unknown,Unknown,Unknown,10,1.9
121,Unknown,Unknown,Unknown,10,1.9
122,Unknown,Unknown,Unknown,10,1.9
123,Unknown,Unknown,Unknown,10,1.9
124,Unknown,Unknown,Unknown,10,1.9
125,Unknown,Unknown,Unknown,10,1.9
126,Unknown,Unknown,Unknown,10,1.9
127,Unknown,Unknown,Unknown,10,1.9
128,Unknown,Unknown,Unknown,10,1.9
129,Unknown,Unknown,Unknown,10,1.9
130,Unknown,Unknown,Unknown,10,1.9
131,Unknown,Unknown,Unknown,10,1.9
132,Unknown,Unknown,Unknown,10,1.9
133,Unknown,Unknown,Unknown,10,1.9
134,Unknown,Unknown,Unknown,10,1.9
135,Unknown,Unknown,Unknown,10,1.9
136,Unknown,Unknown,Unknown,10,1.9
137,Unknown,Unknown,Unknown,10,1.9
138,Unknown,Unknown,Unknown,10,1.9
139,Unknown,Unknown,Unknown,10,1.9
140,Unknown,Unknown,Unknown,10,1.9
141,Unknown,Unknown,Unknown,10,1.9
142,Unknown,Unknown,Unknown,10,1.9
143,Unknown,Unknown,Unknown,10,1.9
144,Unknown,Unknown,Unknown,10,1.9
145,Unknown,Unknown,Unknown,10,1.9
146,Unknown,Unknown,Unknown,10,1.9
147,Unknown,Unknown,Unknown,10,1.9
148,Unknown,Unknown,Unknown,10,1.9
149,Unknown,Unknown,Unknown,10,1.9
150,Unknown,Unknown,Unknown,10,1.9
151,Unknown,Unknown,Unknown,10,1.9
152,Unknown,Unknown,Unknown,10,1.9
153,Unknown,Unknown,Unknown,10,1.9
154,Unknown,Unknown,Unknown,10,1.9
155,Unknown,Unknown,Unknown,10,1.9
156,Unknown,Unknown,Unknown,10,1.9
157,Unknown,Unknown,Unknown,10,1.9
158,Unknown,Unknown,Unknown,10,1.9
159,Unknown,Unknown,Unknown,10,1.9
160,Unknown,Unknown,Unknown,10,1.9
161,Unknown,Unknown,Unknown,10,1.9
162,Unknown,Unknown,Unknown,10,1.9
163,Unknown,Unknown,Unknown,10,1.9
164,Unknown,Unknown,Unknown,10,1.9
165,Unknown,Unknown,Unknown,10,1.9
166,Unknown,Unknown,Unknown,10,1.9
167,Unknown,Unknown,Unknown,10,1.9
168,Unknown,Unknown,Unknown,10,1.9
169,Unknown,Unknown,Unknown,10,1.9
170,Unknown,Unknown,Unknown,10,1.9
171,Unknown,Unknown,Unknown,10,1.9
172,Unknown,Unknown,Unknown,10,1.9
173,Unknown,Unknown,Unknown,10,1.9
174,Unknown,Unknown,Unknown,10,1.9
175,Unknown,Unknown,Unknown,10,1.9
176,Unknown,Unknown,Unknown,10,1.9
177,Unknown,Unknown,Unknown,10,1.9
178,Unknown,Unknown,Unknown,10,1.9
179,Unknown,Unknown,Unknown,10,1.9
180,Unknown,Unknown,Unknown,10,1.9
181,Unknown,Unknown,Unknown,10,1.9
182,Unknown,Unknown,Unknown,10,1.9
183,Unknown,Unknown,Unknown,10,1.9
184,Unknown,Unknown,Unknown,10,1.9
185,Unknown,Unknown,Unknown,10,1.9
186,Unknown,Unknown,Unknown,10,1.9
187,Unknown,Unknown,Unknown,10,1.9
188,Unknown,Unknown,Unknown,10,1.9
189,Unknown,Unknown,Unknown,10,1.9
190,Unknown,Unknown,Unknown,10,1.9
191,Unknown,Unknown,Unknown,10,1.9
192,Unknown,Unknown,Unknown,10,1.9
193,Unknown,Unknown,Unknown,10,1.9
194,Unknown,Unknown,Unknown,10,1.9
195,Unknown,Unknown,Unknown,10,1.9
196,Unknown,Unknown,Unknown,10,1.9
197,Unknown,Unknown,Unknown,10,1.9
198,Unknown,Unknown,Unknown,10,1.9
199,Unknown,Unknown,Unknown,10,1.9
200,Unknown,Unknown,Unknown,10,1.9
201,Unknown,Unknown,Unknown,10,1.9
202,Unknown,Unknown,Unknown,10,1.9
203,Unknown,Unknown,Unknown,10,1.9
204,Unknown,Unknown,Unknown,10,1.9
205,Unknown,Unknown,Unknown,10,1.9
206,Unknown,Unknown,Unknown,10,1.9
207,Unknown,Unknown,Unknown,10,1.9
208,Unknown,Unknown,Unknown,10,1.9
209,Unknown,Unknown,Unknown,10,1.9
210,Unknown,Unknown,Unknown,10,1.9
211,Unknown,Unknown,Unknown,10,1.9
212,Unknown,Unknown,Unknown,10,1.9
213,Unknown,Unknown,Unknown,10,1.9
214,Unknown,Unknown,Unknown,10,1.9
215,Unknown,Unknown,Unknown,10,1.9
216,Unknown,Unknown,Unknown,10,1.9
217,Unknown,Unknown,Unknown,10,1.9
218,Unknown,Unknown,Unknown,10,1.9
219,Unknown,Unknown,Unknown,10,1.9
220,Unknown,Unknown,Unknown,10,1.9
221,Unknown,Unknown,Unknown,10,1.9
222,Unknown,Unknown,Unknown,10,1.9
223,Unknown,Unknown,Unknown,10,1.9
224,Unknown,Unknown,Unknown,10,1.9
225,Unknown,Unknown,Unknown,10,1.9
226,Unknown,Unknown,Unknown,10,1.9
227,Unknown,Unknown,Unknown,10,1.9
228,Unknown,Unknown,Unknown,10,1.9
229,Unknown,Unknown,Unknown,10,1.9
230,Unknown,Unknown,Unknown,10,1.9
231,Unknown,Unknown,Unknown,10,1.9
232,Unknown,Unknown,Unknown,10,1.9
233,Unknown,Unknown,Unknown,10,1.9
234,Unknown,Unknown,Unknown,10,1.9
235,Unknown,Unknown,Unknown,10,1.9
236,Unknown,Unknown,Unknown,10,1.9
237,Unknown,Unknown,Unknown,10,1.9
238,Unknown,Unknown,Unknown,10,1.9
239,Unknown,Unknown,Unknown,10,1.9
240,Unknown,Unknown,Unknown,10,1.9
241,Unknown,Unknown,Unknown,10,1.9
242,Unknown,Unknown,Unknown,10,1.9
243,Unknown,Unknown,Unknown,10,1.9
244,Unknown,Unknown,Unknown,10,1.9
245,Unknown,Unknown,Unknown,10,1.9
246,Unknown,Unknown,Unknown,10,1.9
247,Unknown,Unknown,Unknown,10,1.9
248,Unknown,Unknown,Unknown,10,1.9
249,Unknown,Unknown,Unknown,10,1.9
250,Unknown,Unknown,Unknown,10,1.9
251,Unknown,Unknown,Unknown,10,1.9
252,Unknown,Unknown,Unknown,10,1.9
253,Unknown,Unknown,Unknown,10,1.9
254,Unknown,Unknown,Unknown,10,1.9
255,Unknown,Unknown,Unknown,10,1.9
256,Unknown,Unknown,Unknown,10,1.9
257,Unknown,Unknown,Unknown,10,1.9
258,Unknown,Unknown,Unknown,10,1.9
259,Unknown,Unknown,Unknown,10,1.9
260,Unknown,Unknown,Unknown,10,1.9
261,Unknown,Unknown,Unknown,10,1.9
262,Unknown,Unknown,Unknown,10,1.9
263,Unknown,Unknown,Unknown,10,1.9
264,Unknown,Unknown,Unknown,10,1.9
265,Unknown,Unknown,Unknown,10,1.9
266,Unknown,Unknown,Unknown,10,1.9
267,Unknown,Unknown,Unknown,10,1.9
268,Unknown,Unknown,Unknown,10,1.9
269,Unknown,Unknown,Unknown,10,1.9
270,Unknown,Unknown,Unknown,10,1.9
271,Unknown,Unknown,Unknown,10,1.9
272,Unknown,Unknown,Unknown,10,1.9
273,Unknown,Unknown,Unknown,10,1.9
274,Unknown,Unknown,Unknown,10,1.9
275,Unknown,Unknown,Unknown,10,1.9
276,Unknown,Unknown,Unknown,10,1.9
277,Unknown,Unknown,Unknown,10,1.9
278,Unknown,Unknown,Unknown,10,1.9
279,Unknown,Unknown,Unknown,10,1.9
280,Unknown,Unknown,Unknown,10,1.9
281,Unknown,Unknown,Unknown,10,1.9
282,Unknown,Unknown,Unknown,10,1.9
283,Unknown,Unknown,Unknown,10,1.9
284,Unknown,Unknown,Unknown,10,1.9
285,Unknown,Unknown,Unknown,10,1.9
286,Unknown,Unknown,Unknown,10,1.9
287,Unknown,Unknown,Unknown,10,1.9
288,Unknown,Unknown,Unknown,10,1.9
289,Unknown,Unknown,Unknown,10,1.9
290,Unknown,Unknown,Unknown,10,1.9
291,Unknown,Unknown,Unknown,10,1.9
292,Unknown,Unknown,Unknown,10,1.9
293,Unknown,Unknown,Unknown,10,1.9
294,Unknown,Unknown,Unknown,10,1.9
295,Unknown,Unknown,Unknown,10,1.9
296,Unknown,Unknown,Unknown,10,1.9
297,Unknown,Unknown,Unknown,10,1.9
298,Unknown,Unknown,Unknown,10,1.9
299,Unknown,Unknown,Unknown,10,1.9
300,Unknown,Unknown,Unknown,10,1.9
301,Unknown,Unknown,Unknown,10,1.9
302,Unknown,Unknown,Unknown,10,1.9
303,Unknown,Unknown,Unknown,10,1.9
304,Unknown,Unknown,Unknown,10,1.9
305,Unknown,Unknown,Unknown,10,1.9
306,Unknown,Unknown,Unknown,10,1.9
307,Unknown,Unknown,Unknown,10,1.9
308,Unknown,Unknown,Unknown,10,1.9
309,Unknown,Unknown,Unknown,10,1.9
310,Unknown,Unknown,Unknown,10,1.9
311,Unknown,Unknown,Unknown,10,1.9
312,Unknown,Unknown,Unknown,10,1.9
313,Unknown,Unknown,Unknown,10,1.9
314,Unknown,Unknown,Unknown,10,1.9
315,Unknown,Unknown,Unknown,10,1.9
316,Unknown,Unknown,Unknown,10,1.9
317,Unknown,Unknown,Unknown,10,1.9
318,Unknown,Unknown,Unknown,10,1.9
319,Unknown,Unknown,Unknown,10,1.9
320,Unknown,Unknown,Unknown,10,1.9
321,Unknown,Unknown,Unknown,10,1.9
322,Unknown,Unknown,Unknown,10,1.9
323,Unknown,Unknown,Unknown,10,1.9
324,Unknown,Unknown,Unknown,10,1.9
325,Unknown,Unknown,Unknown,10,1.9
326,Unknown,Unknown,Unknown,10,1.9
327,Unknown,Unknown,Unknown,10,1.9
328,Unknown,Unknown,Unknown,10,1.9
329,Unknown,Unknown,Unknown,10,1.9
330,Unknown,Unknown,Unknown,10,1.9
331,Unknown,Unknown,Unknown,10,1.9
332,Unknown,Unknown,Unknown,10,1.9
333,Unknown,Unknown,Unknown,10,1.9
334,Unknown,Unknown,Unknown,10,1.9
335,Unknown,Unknown,Unknown,10,1.9
336,Unknown,Unknown,Unknown,10,1.9
337,Unknown,Unknown,Unknown,10,1.9
338,Unknown,Unknown,Unknown,10,1.9
339,Unknown,Unknown,Unknown,10,1.9
340,Unknown,Unknown,Unknown,10,1.9
341,Unknown,Unknown,Unknown,10,1.9
342,Unknown,Unknown,Unknown,10,1.9
343,Unknown,Unknown,Unknown,10,1.9
344,Unknown,Unknown,Unknown,10,1.9
345,Unknown,Unknown,Unknown,10,1.9
346,Unknown,Unknown,Unknown,10,1.9
347,Unknown,Unknown,Unknown,10,1.9
348,Unknown,Unknown,Unknown,10,1.9
349,Unknown,Unknown,Unknown,10,1.9
350,Unknown,Unknown,Unknown,10,1.9
351,Unknown,Unknown,Unknown,10,1.9
352,Unknown,Unknown,Unknown,10,1.9
353,Unknown,Unknown,Unknown,10,1.9
354,Unknown,Unknown,Unknown,10,1.9
355,Unknown,Unknown,Unknown,10,1.9
356,Unknown,Unknown,Unknown,10,1.9
357,Unknown,Unknown,Unknown,10,1.9
358,Unknown,Unknown,Unknown,10,1.9
359,Unknown,Unknown,Unknown,10,1.9
360,Unknown,Unknown,Unknown,10,1.9
361,Unknown,Unknown,Unknown,10,1.9
362,Unknown,Unknown,Unknown,10,1.9
363,Unknown,Unknown,Unknown,10,1.9
364,Unknown,Unknown,Unknown,10,1.9
365,Unknown,Unknown,Unknown,10,1.9
366,Unknown,Unknown,Unknown,10,1.9
367,Unknown,Unknown,Unknown,10,1.9
368,Unknown,Unknown,Unknown,10,1.9
369,Unknown,Unknown,Unknown,10,1.9
370,Unknown,Unknown,Unknown,10,1.9
371,Unknown,Unknown,Unknown,10,1.9
372,Unknown,Unknown,Unknown,10,1.9
373,Unknown,Unknown,Unknown,10,1.9
374,Unknown,Unknown,Unknown,10,1.9
375,Unknown,Unknown,Unknown,10,1.9
376,Unknown,Unknown,Unknown,10,1.9
377,Unknown,Unknown,Unknown,10,1.9
378,Unknown,Unknown,Unknown,10,1.9
379,Unknown,Unknown,Unknown,10,1.9
380,Unknown,Unknown,Unknown,10,1.9
381,Unknown,Unknown,Unknown,10,1.9
382,Unknown,Unknown,Unknown,10,1.9
383,Unknown,Unknown,Unknown,10,1.9
384,Unknown,Unknown,Unknown,10,1.9
385,Unknown,Unknown,Unknown,10,1.9
386,Unknown,Unknown,Unknown,10,1.9
387,Unknown,Unknown,Unknown,10,1.9
388,Unknown,Unknown,Unknown,10,1.9
389,Unknown,Unknown,Unknown,10,1.9
390,Unknown,Unknown,Unknown,10,1.9
391,Unknown,Unknown,Unknown,10,1.9
392,Unknown,Unknown,Unknown,10,1.9
393,Unknown,Unknown,Unknown,10,1.9
394,Unknown,Unknown,Unknown,10,1.9
395,Unknown,Unknown,Unknown,10,1.9
396,Unknown,Unknown,Unknown,10,1.9
397,Unknown,Unknown,Unknown,10,1.9
398,Unknown,Unknown,Unknown,10,1.9
399,Unknown,Unknown,Unknown,10,1.9
